id,guid,mapId,pos,type,x,z,yaw,args
1020504,11020504,13001,13|1,4,1315,152,180,1106
1020505,11020505,13001,13|1,4,1320,169,0,1104
1020506,11020506,13001,13|1,4,1319,183,270,1204
1020544,11020544,13001,13|1,4,1308,120,180,1306
1020545,11020545,13001,13|1,4,1305,150,90,1204
1020546,11020546,13001,13|1,4,1302,164,0,1203
1022545,11022545,13001,13|1,4,1387,162,90,1204
1022550,11022550,13001,13|1,4,1379,194,270,1104
1022559,11022559,13001,13|1,4,1345,163,90,1204
1022568,11022568,13001,13|1,4,1302,183,180,1104
1022888,11022888,13001,13|1,4,1396,107,0,1305
1022890,11022890,13001,13|1,4,1381,189,90,1305
1022893,11022893,13001,13|1,4,1364,107,180,1204
1023067,11023067,13001,13|1,4,1381,170,0,1003
1023176,11023176,13001,13|1,4,1315,131,90,1204
1023333,11023333,13001,13|1,4,1379,108,0,1104
1025144,11025144,13001,13|1,4,1385,155,180,1206
1025145,11025145,13001,13|1,4,1383,164,0,1205
1025178,11025178,13001,13|1,4,1364,101,180,1004
1025209,11025209,13001,13|1,4,1352,128,90,1104
1025210,11025210,13001,13|1,4,1358,192,90,1105
1025211,11025211,13001,13|1,4,1354,199,270,1104
1025242,11025242,13001,13|1,4,1342,111,270,1104
1025243,11025243,13001,13|1,4,1343,129,180,1306
1025244,11025244,13001,13|1,4,1346,152,270,1104
1025245,11025245,13001,13|1,4,1342,185,180,1004
1025246,11025246,13001,13|1,4,1347,199,180,1104
1025271,11025271,13001,13|1,4,1333,117,0,1305
1025272,11025272,13001,13|1,4,1328,126,270,1104
1025273,11025273,13001,13|1,4,1331,139,90,1205
1025274,11025274,13001,13|1,4,1334,159,90,1104
1025300,11025300,13001,13|1,4,1321,108,0,1104
1025301,11025301,13001,13|1,4,1316,154,180,1306
1025302,11025302,13001,13|1,4,1316,166,90,1205
1025303,11025303,13001,13|1,4,1320,185,180,1004
1025342,11025342,13001,13|1,4,1309,110,270,1205
1025343,11025343,13001,13|1,4,1309,122,270,1204
1025344,11025344,13001,13|1,4,1301,135,90,1004
1025345,11025345,13001,13|1,4,1306,152,90,1205
1027335,11027335,13001,13|1,4,1388,164,180,1005
1027349,11027349,13001,13|1,4,1346,165,270,1207
1027356,11027356,13001,13|1,4,1316,104,180,1204
1027359,11027359,13001,13|1,4,1303,185,90,1204
1027707,11027707,13001,13|1,4,1378,128,90,1104
1027710,11027710,13001,13|1,4,1365,109,180,1203
1027987,11027987,13001,13|1,4,1316,133,0,1004
1028117,11028117,13001,13|1,4,1335,154,180,1104
1028146,11028146,13001,13|1,4,1380,110,180,1204
1029786,11029786,13001,13|1,4,1383,150,180,1103
1029811,11029811,13001,13|1,4,1362,184,180,1205
1029834,11029834,13001,13|1,4,1352,147,90,1204
1029835,11029835,13001,13|1,4,1351,168,0,1207
1029836,11029836,13001,13|1,4,1356,187,90,1204
1029837,11029837,13001,13|1,4,1352,194,0,1104
1029863,11029863,13001,13|1,4,1340,106,270,1206
1029864,11029864,13001,13|1,4,1341,124,270,1106
1029865,11029865,13001,13|1,4,1347,173,180,1004
1029883,11029883,13001,13|1,4,1332,101,90,1204
1029884,11029884,13001,13|1,4,1331,112,0,1104
1029885,11029885,13001,13|1,4,1329,134,0,1004
1029886,11029886,13001,13|1,4,1332,154,90,1305
1029887,11029887,13001,13|1,4,1333,167,0,1104
1029888,11029888,13001,13|1,4,1328,179,180,1106
1029904,11029904,13001,13|1,4,1319,103,0,1104
1029905,11029905,13001,13|1,4,1317,118,90,1205
1029906,11029906,13001,13|1,4,1314,149,270,1002
1029907,11029907,13001,13|1,4,1319,166,0,1104
1029908,11029908,13001,13|1,4,1318,180,180,1104
1029936,11029936,13001,13|1,4,1307,105,180,1305
1029937,11029937,13001,13|1,4,1307,117,180,1106
1029938,11029938,13001,13|1,4,1303,165,0,1104
1031637,11031637,13001,13|1,4,1378,191,270,1207
1031651,11031651,13001,13|1,4,1301,180,180,1104
1031932,11031932,13001,13|1,4,1395,104,180,1104
1031933,11031933,13001,13|1,4,1376,123,0,1105
1031934,11031934,13001,13|1,4,1380,186,180,1206
1031936,11031936,13001,13|1,4,1363,104,270,1104
1031943,11031943,13001,13|1,4,1300,198,0,1305
1032071,11032071,13001,13|1,4,1380,167,270,1104
1032165,11032165,13001,13|1,4,1314,128,270,1104
1032274,11032274,13001,13|1,4,1333,149,270,1305
1032298,11032298,13001,13|1,4,1378,105,90,1307
1034105,11034105,13001,13|1,4,1382,153,90,1203
1034137,11034137,13001,13|1,4,1361,177,270,1105
1034138,11034138,13001,13|1,4,1361,187,270,1204
1034139,11034139,13001,13|1,4,1366,199,270,1106
1034166,11034166,13001,13|1,4,1349,126,0,1103
1034167,11034167,13001,13|1,4,1351,150,0,1104
1034168,11034168,13001,13|1,4,1350,171,180,1204
1034169,11034169,13001,13|1,4,1355,190,90,1204
1034170,11034170,13001,13|1,4,1351,197,90,1107
1034202,11034202,13001,13|1,4,1339,109,270,1005
1034203,11034203,13001,13|1,4,1343,150,0,1204
1034204,11034204,13001,13|1,4,1346,176,270,1102
1034205,11034205,13001,13|1,4,1339,183,0,1306
1034227,11034227,13001,13|1,4,1330,115,270,1004
1034228,11034228,13001,13|1,4,1325,124,180,1005
1034254,11034254,13001,13|1,4,1316,121,180,1205
1034255,11034255,13001,13|1,4,1313,152,180,1305
1034256,11034256,13001,13|1,4,1313,164,270,1305
1034257,11034257,13001,13|1,4,1318,169,180,1005
1034292,11034292,13001,13|1,4,1306,120,270,1007
1034294,11034294,13001,13|1,4,1302,168,0,1002
1036280,11036280,13001,13|1,4,1377,194,0,1305
1036295,11036295,13001,13|1,4,1313,102,90,1203
1036297,11036297,13001,13|1,4,1300,183,90,1004
1036619,11036619,13001,13|1,4,1394,107,0,1006
1036622,11036622,13001,13|1,4,1362,107,90,1006
1036796,11036796,13001,13|1,4,1379,170,270,1102
1036903,11036903,13001,13|1,4,1313,131,270,1005
1037053,11037053,13001,13|1,4,1377,108,90,1204
1038859,11038859,13001,13|1,4,1394,103,0,1104
1038891,11038891,13001,13|1,4,1383,154,90,1205
1038892,11038892,13001,13|1,4,1381,163,270,1104
1038927,11038927,13001,13|1,4,1362,100,270,1205
1038928,11038928,13001,13|1,4,1364,122,180,1006
1038929,11038929,13001,13|1,4,1362,178,0,1106
1038959,11038959,13001,13|1,4,1352,198,270,1104
1038993,11038993,13001,13|1,4,1344,151,270,1204
1038994,11038994,13001,13|1,4,1347,177,0,1205
1038995,11038995,13001,13|1,4,1340,184,0,1105
1038996,11038996,13001,13|1,4,1345,198,0,1004
1039020,11039020,13001,13|1,4,1332,105,90,1205
1039021,11039021,13001,13|1,4,1331,116,180,1104
1039022,11039022,13001,13|1,4,1326,125,0,1206
1039023,11039023,13001,13|1,4,1332,158,0,1204
1039024,11039024,13001,13|1,4,1333,171,0,1106
1039025,11039025,13001,13|1,4,1328,183,180,1105
1039046,11039046,13001,13|1,4,1314,153,90,1104
1039047,11039047,13001,13|1,4,1319,170,180,1004
1039048,11039048,13001,13|1,4,1318,184,90,1105
1039076,11039076,13001,13|1,4,1307,121,270,1204
1039077,11039077,13001,13|1,4,1301,165,90,1204
1039078,11039078,13001,13|1,4,1303,169,180,1103
1041016,11041016,13001,13|1,4,1378,195,270,1305
1041034,11041034,13001,13|1,4,1314,103,180,1105
1041036,11041036,13001,13|1,4,1301,184,0,1006
1041368,11041368,13001,13|1,4,1395,108,0,1106
1041371,11041371,13001,13|1,4,1363,108,270,1206
1041546,11041546,13001,13|1,4,1380,171,180,1102
1041781,11041781,13001,13|1,4,1333,153,270,1306
5481,11041990,13001,13|1,18,1366,150,-90,301001
1001491,11001491,14001,14|1,4,1493,174,90,1005
1001492,11001492,14001,14|1,4,1498,184,270,1204
1001522,11001522,14001,14|1,4,1485,120,0,1104
1001523,11001523,14001,14|1,4,1485,135,180,1305
1001524,11001524,14001,14|1,4,1482,166,90,1204
1001525,11001525,14001,14|1,4,1483,182,0,1203
1001548,11001548,14001,14|1,4,1472,137,180,1107
1001549,11001549,14001,14|1,4,1465,145,90,1007
1001566,11001566,14001,14|1,4,1458,144,270,1202
1001567,11001567,14001,14|1,4,1461,170,0,1203
1001594,11001594,14001,14|1,4,1446,100,270,1203
1001595,11001595,14001,14|1,4,1449,107,0,1206
1001596,11001596,14001,14|1,4,1448,186,90,1006
1001619,11001619,14001,14|1,4,1428,117,180,1204
1001620,11001620,14001,14|1,4,1427,181,90,1202
1001643,11001643,14001,14|1,4,1418,119,180,1105
1001644,11001644,14001,14|1,4,1424,157,180,1104
1001645,11001645,14001,14|1,4,1419,180,90,1005
1001667,11001667,14001,14|1,4,1404,100,90,1204
1001668,11001668,14001,14|1,4,1406,125,180,1206
1003905,11003905,14001,14|1,4,1479,103,90,1205
1003918,11003918,14001,14|1,4,1446,172,180,1107
1003919,11003919,14001,14|1,4,1448,191,270,1203
1004276,11004276,14001,14|1,4,1444,159,270,1105
1004280,11004280,14001,14|1,4,1430,142,90,1104
1004454,11004454,14001,14|1,4,1464,162,90,1004
1004455,11004455,14001,14|1,4,1474,183,270,1004
1004457,11004457,14001,14|1,4,1452,108,90,1306
1006319,11006319,14001,14|1,4,1495,110,270,1006
1006320,11006320,14001,14|1,4,1494,124,90,1004
1006321,11006321,14001,14|1,4,1494,137,0,1207
1006322,11006322,14001,14|1,4,1493,153,180,1204
1006323,11006323,14001,14|1,4,1494,177,0,1205
1006324,11006324,14001,14|1,4,1499,187,90,1105
1006358,11006358,14001,14|1,4,1486,123,180,1004
1006380,11006380,14001,14|1,4,1466,129,90,1106
1006381,11006381,14001,14|1,4,1473,140,270,1204
1006382,11006382,14001,14|1,4,1466,148,0,1103
1006383,11006383,14001,14|1,4,1466,172,180,1104
1006407,11006407,14001,14|1,4,1459,147,180,1205
1006427,11006427,14001,14|1,4,1447,103,0,1005
1006428,11006428,14001,14|1,4,1443,144,90,1307
1006429,11006429,14001,14|1,4,1449,189,180,1103
1006458,11006458,14001,14|1,4,1432,100,270,1305
1006459,11006459,14001,14|1,4,1429,120,90,1306
1006460,11006460,14001,14|1,4,1436,161,180,1205
1006461,11006461,14001,14|1,4,1435,176,270,1006
1006462,11006462,14001,14|1,4,1428,184,0,1104
1006489,11006489,14001,14|1,4,1422,102,270,1003
1006490,11006490,14001,14|1,4,1418,111,90,1204
1006491,11006491,14001,14|1,4,1419,122,0,1004
1006492,11006492,14001,14|1,4,1423,174,270,1105
1006493,11006493,14001,14|1,4,1420,183,270,1104
1006523,11006523,14001,14|1,4,1405,103,90,1104
1006524,11006524,14001,14|1,4,1407,128,270,1204
1006525,11006525,14001,14|1,4,1409,175,180,1203
1006526,11006526,14001,14|1,4,1408,185,270,1204
1008737,11008737,14001,14|1,4,1447,175,0,1205
1008738,11008738,14001,14|1,4,1449,194,90,1105
1009099,11009099,14001,14|1,4,1496,157,180,1204
1009105,11009105,14001,14|1,4,1445,162,270,1004
1009295,11009295,14001,14|1,4,1465,165,90,1104
1009296,11009296,14001,14|1,4,1475,186,270,1106
1011110,11011110,14001,14|1,4,1495,112,270,1206
1011111,11011111,14001,14|1,4,1494,126,0,1104
1011112,11011112,14001,14|1,4,1493,155,180,1203
1011113,11011113,14001,14|1,4,1494,179,90,1204
1011136,11011136,14001,14|1,4,1486,140,0,1306
1011137,11011137,14001,14|1,4,1478,150,0,1305
1011138,11011138,14001,14|1,4,1483,171,270,1204
1011139,11011139,14001,14|1,4,1484,187,0,1104
1011163,11011163,14001,14|1,4,1466,150,90,1103
1011164,11011164,14001,14|1,4,1466,174,90,1105
1011188,11011188,14001,14|1,4,1459,149,270,1204
1011189,11011189,14001,14|1,4,1462,175,90,1204
1011238,11011238,14001,14|1,4,1432,102,0,1206
1011239,11011239,14001,14|1,4,1429,122,270,1002
1011240,11011240,14001,14|1,4,1430,137,180,1204
1011241,11011241,14001,14|1,4,1436,163,90,1004
1011242,11011242,14001,14|1,4,1428,186,180,1305
1011267,11011267,14001,14|1,4,1419,124,90,1105
1011268,11011268,14001,14|1,4,1423,140,270,1003
1011269,11011269,14001,14|1,4,1425,162,180,1204
1011270,11011270,14001,14|1,4,1420,185,180,1202
1011298,11011298,14001,14|1,4,1405,105,270,1003
1011299,11011299,14001,14|1,4,1407,130,180,1305
1011300,11011300,14001,14|1,4,1409,177,270,1104
1011301,11011301,14001,14|1,4,1408,187,0,1103
1013541,11013541,14001,14|1,4,1471,113,90,1103
1013550,11013550,14001,14|1,4,1447,177,90,1202
1013551,11013551,14001,14|1,4,1449,196,180,1003
1013885,11013885,14001,14|1,4,1496,159,90,1204
1013889,11013889,14001,14|1,4,1445,164,90,1306
1014066,11014066,14001,14|1,4,1475,188,90,1104
1014069,11014069,14001,14|1,4,1453,113,0,1305
1014070,11014070,14001,14|1,4,1459,163,0,1306
1014378,11014378,14001,14|1,4,1423,146,0,1205
1015765,11015765,14001,14|1,4,1491,121,90,1005
1015766,11015766,14001,14|1,4,1491,134,90,1307
1015767,11015767,14001,14|1,4,1490,150,180,1204
1015768,11015768,14001,14|1,4,1491,174,90,1205
1015769,11015769,14001,14|1,4,1496,184,90,1104
1015786,11015786,14001,14|1,4,1483,135,180,1005
1015787,11015787,14001,14|1,4,1475,145,270,1007
1015788,11015788,14001,14|1,4,1480,166,90,1204
1015789,11015789,14001,14|1,4,1481,182,90,1206
1015810,11015810,14001,14|1,4,1470,137,90,1004
1015811,11015811,14001,14|1,4,1463,169,180,1005
1015866,11015866,14001,14|1,4,1427,107,0,1104
1015867,11015867,14001,14|1,4,1427,132,270,1105
1015891,11015891,14001,14|1,4,1415,108,180,1004
1015892,11015892,14001,14|1,4,1422,157,90,1307
1015893,11015893,14001,14|1,4,1420,171,180,1004
1015894,11015894,14001,14|1,4,1417,180,270,1204
1015919,11015919,14001,14|1,4,1402,100,0,1104
1015920,11015920,14001,14|1,4,1404,125,90,1203
1015921,11015921,14001,14|1,4,1406,172,270,1003
1015922,11015922,14001,14|1,4,1405,182,270,1106
1017801,11017801,14001,14|1,4,1477,103,180,1004
1017803,11017803,14001,14|1,4,1468,108,90,1306
1017810,11017810,14001,14|1,4,1446,191,180,1104
1018082,11018082,14001,14|1,4,1493,154,90,1006
1018087,11018087,14001,14|1,4,1442,159,270,1104
1018249,11018249,14001,14|1,4,1472,183,90,1204
1018251,11018251,14001,14|1,4,1450,108,0,1204
1018252,11018252,14001,14|1,4,1456,158,0,1205
1018530,11018530,14001,14|1,4,1420,141,180,1206
1020103,11020103,14001,14|1,4,1492,110,180,1305
1020104,11020104,14001,14|1,4,1491,124,90,1105
1020105,11020105,14001,14|1,4,1490,153,270,1104
1020132,11020132,14001,14|1,4,1483,138,180,1204
1020133,11020133,14001,14|1,4,1475,148,0,1102
1020134,11020134,14001,14|1,4,1481,185,180,1205
1020164,11020164,14001,14|1,4,1470,140,180,1104
1020165,11020165,14001,14|1,4,1463,148,180,1205
1020166,11020166,14001,14|1,4,1463,172,180,1005
1020190,11020190,14001,14|1,4,1456,147,180,1105
1020210,11020210,14001,14|1,4,1444,103,0,1207
1020211,11020211,14001,14|1,4,1447,110,270,1005
1020212,11020212,14001,14|1,4,1440,144,90,1206
1020240,11020240,14001,14|1,4,1429,100,0,1104
1020241,11020241,14001,14|1,4,1427,110,270,1105
1020242,11020242,14001,14|1,4,1426,120,0,1105
1020243,11020243,14001,14|1,4,1427,135,0,1005
1020244,11020244,14001,14|1,4,1433,161,180,1005
1020245,11020245,14001,14|1,4,1432,176,270,1205
1020246,11020246,14001,14|1,4,1425,184,270,1004
1020273,11020273,14001,14|1,4,1420,174,270,1104
1020274,11020274,14001,14|1,4,1417,183,0,1305
1020303,11020303,14001,14|1,4,1402,103,0,1206
1020304,11020304,14001,14|1,4,1403,111,0,1103
1020305,11020305,14001,14|1,4,1406,175,270,1204
1020306,11020306,14001,14|1,4,1405,185,270,1004
1020307,11020307,14001,14|1,4,1410,195,0,1204
1022522,11022522,14001,14|1,4,1477,106,90,1204
1022527,11022527,14001,14|1,4,1468,111,180,1102
1022536,11022536,14001,14|1,4,1444,175,180,1103
1022537,11022537,14001,14|1,4,1446,194,0,1006
1022874,11022874,14001,14|1,4,1493,157,180,1007
1022877,11022877,14001,14|1,4,1442,162,180,1104
1022881,11022881,14001,14|1,4,1428,145,180,1004
1023060,11023060,14001,14|1,4,1472,186,270,1207
1024884,11024884,14001,14|1,4,1493,112,270,1204
1024885,11024885,14001,14|1,4,1491,155,270,1306
1024911,11024911,14001,14|1,4,1484,125,0,1106
1024912,11024912,14001,14|1,4,1476,150,270,1005
1024913,11024913,14001,14|1,4,1481,171,270,1202
1024938,11024938,14001,14|1,4,1471,142,180,1006
1024939,11024939,14001,14|1,4,1464,150,90,1305
1024940,11024940,14001,14|1,4,1464,174,270,1005
1024959,11024959,14001,14|1,4,1460,175,0,1104
1024984,11024984,14001,14|1,4,1445,105,270,1002
1024985,11024985,14001,14|1,4,1448,112,270,1206
1024986,11024986,14001,14|1,4,1441,146,180,1207
1024987,11024987,14001,14|1,4,1447,191,180,1104
1025022,11025022,14001,14|1,4,1427,122,270,1202
1025023,11025023,14001,14|1,4,1428,137,180,1306
1025024,11025024,14001,14|1,4,1433,178,0,1003
1025051,11025051,14001,14|1,4,1417,124,180,1103
1025052,11025052,14001,14|1,4,1421,176,270,1205
1025053,11025053,14001,14|1,4,1418,185,0,1204
1025079,11025079,14001,14|1,4,1405,130,180,1103
1025080,11025080,14001,14|1,4,1407,177,270,1305
1025081,11025081,14001,14|1,4,1406,187,180,1204
1027310,11027310,14001,14|1,4,1498,101,270,1004
1027325,11027325,14001,14|1,4,1445,177,0,1102
1027326,11027326,14001,14|1,4,1447,196,180,1204
1027693,11027693,14001,14|1,4,1443,164,90,1104
1027698,11027698,14001,14|1,4,1429,147,270,1104
1027871,11027871,14001,14|1,4,1473,188,180,1305
1029563,11029563,14001,14|1,4,1499,121,270,1104
1029586,11029586,14001,14|1,4,1490,121,90,1205
1029587,11029587,14001,14|1,4,1490,174,90,1305
1029588,11029588,14001,14|1,4,1495,184,270,1104
1029607,11029607,14001,14|1,4,1482,120,90,1003
1029608,11029608,14001,14|1,4,1479,166,270,1306
1029609,11029609,14001,14|1,4,1480,182,180,1305
1029626,11029626,14001,14|1,4,1462,145,180,1002
1029627,11029627,14001,14|1,4,1462,169,180,1305
1029638,11029638,14001,14|1,4,1455,144,90,1104
1029639,11029639,14001,14|1,4,1458,170,0,1105
1029657,11029657,14001,14|1,4,1443,100,90,1203
1029658,11029658,14001,14|1,4,1446,107,0,1102
1029685,11029685,14001,14|1,4,1425,117,270,1307
1029686,11029686,14001,14|1,4,1432,158,0,1104
1029687,11029687,14001,14|1,4,1431,173,180,1202
1029711,11029711,14001,14|1,4,1414,108,0,1005
1029712,11029712,14001,14|1,4,1419,135,270,1104
1029713,11029713,14001,14|1,4,1419,171,270,1105
1029714,11029714,14001,14|1,4,1416,180,180,1206
1029736,11029736,14001,14|1,4,1401,100,180,1204
1029737,11029737,14001,14|1,4,1402,108,0,1204
1029738,11029738,14001,14|1,4,1404,182,0,1104
1029739,11029739,14001,14|1,4,1409,192,180,1007
1031614,11031614,14001,14|1,4,1476,103,180,1005
1031622,11031622,14001,14|1,4,1443,172,180,1204
1031623,11031623,14001,14|1,4,1445,191,90,1305
1031919,11031919,14001,14|1,4,1492,154,90,1004
1031926,11031926,14001,14|1,4,1427,142,270,1104
1032065,11032065,14001,14|1,4,1461,162,90,1205
1032066,11032066,14001,14|1,4,1449,108,270,1306
1032067,11032067,14001,14|1,4,1455,158,0,1004
1032336,11032336,14001,14|1,4,1419,141,0,1105
1033814,11033814,14001,14|1,4,1498,124,0,1004
1033841,11033841,14001,14|1,4,1490,110,180,1004
1033842,11033842,14001,14|1,4,1489,124,0,1005
1033843,11033843,14001,14|1,4,1489,137,270,1204
1033844,11033844,14001,14|1,4,1488,153,0,1207
1033845,11033845,14001,14|1,4,1494,187,90,1204
1033872,11033872,14001,14|1,4,1481,123,90,1006
1033873,11033873,14001,14|1,4,1473,148,180,1106
1033874,11033874,14001,14|1,4,1479,185,0,1206
1033901,11033901,14001,14|1,4,1468,140,270,1206
1033902,11033902,14001,14|1,4,1461,148,270,1006
1033903,11033903,14001,14|1,4,1461,172,90,1307
1033925,11033925,14001,14|1,4,1454,147,90,1104
1033926,11033926,14001,14|1,4,1457,173,270,1305
1033953,11033953,14001,14|1,4,1442,103,90,1305
1033954,11033954,14001,14|1,4,1444,189,90,1202
1033988,11033988,14001,14|1,4,1427,100,180,1204
1033989,11033989,14001,14|1,4,1424,120,0,1204
1033990,11033990,14001,14|1,4,1430,176,270,1004
1033991,11033991,14001,14|1,4,1423,184,180,1004
1034018,11034018,14001,14|1,4,1417,102,90,1006
1034019,11034019,14001,14|1,4,1413,111,0,1205
1034020,11034020,14001,14|1,4,1414,122,270,1104
1034021,11034021,14001,14|1,4,1418,138,180,1004
1034022,11034022,14001,14|1,4,1420,160,270,1104
1034023,11034023,14001,14|1,4,1418,174,90,1007
1034024,11034024,14001,14|1,4,1415,183,90,1004
1034052,11034052,14001,14|1,4,1400,103,90,1305
1034053,11034053,14001,14|1,4,1402,128,180,1205
1034054,11034054,14001,14|1,4,1408,195,180,1104
1036263,11036263,14001,14|1,4,1442,175,270,1004
1036264,11036264,14001,14|1,4,1444,194,90,1203
1036602,11036602,14001,14|1,4,1491,157,270,1104
1036610,11036610,14001,14|1,4,1440,162,90,1105
1036613,11036613,14001,14|1,4,1426,145,180,1204
1036784,11036784,14001,14|1,4,1460,165,270,1205
1036785,11036785,14001,14|1,4,1470,186,90,1005
1036788,11036788,14001,14|1,4,1448,111,270,1005
1036789,11036789,14001,14|1,4,1454,161,270,1104
1037111,11037111,14001,14|1,4,1418,144,90,1204
1038598,11038598,14001,14|1,4,1499,125,0,1104
1038625,11038625,14001,14|1,4,1491,111,90,1203
1038626,11038626,14001,14|1,4,1490,125,270,1104
1038627,11038627,14001,14|1,4,1489,154,270,1204
1038656,11038656,14001,14|1,4,1482,124,270,1005
1038657,11038657,14001,14|1,4,1482,139,180,1203
1038658,11038658,14001,14|1,4,1474,149,0,1305
1038659,11038659,14001,14|1,4,1479,170,270,1202
1038685,11038685,14001,14|1,4,1469,141,0,1105
1038686,11038686,14001,14|1,4,1462,149,0,1305
1038687,11038687,14001,14|1,4,1462,173,270,1205
1038706,11038706,14001,14|1,4,1458,174,90,1104
1038730,11038730,14001,14|1,4,1443,104,270,1104
1038731,11038731,14001,14|1,4,1446,111,180,1005
1038761,11038761,14001,14|1,4,1428,101,270,1105
1038762,11038762,14001,14|1,4,1431,177,90,1103
1038763,11038763,14001,14|1,4,1424,185,180,1005
1038794,11038794,14001,14|1,4,1414,112,270,1104
1038795,11038795,14001,14|1,4,1415,123,90,1204
1038796,11038796,14001,14|1,4,1419,139,270,1206
1038797,11038797,14001,14|1,4,1421,161,270,1004
1038798,11038798,14001,14|1,4,1419,175,0,1104
1038799,11038799,14001,14|1,4,1416,184,90,1106
1038823,11038823,14001,14|1,4,1402,112,0,1206
1038824,11038824,14001,14|1,4,1403,129,180,1104
1038825,11038825,14001,14|1,4,1405,176,270,1205
1038826,11038826,14001,14|1,4,1404,186,180,1007
1038827,11038827,14001,14|1,4,1409,196,180,1004
1041001,11041001,14001,14|1,4,1443,176,180,1104
1041002,11041002,14001,14|1,4,1445,195,0,1305
1041351,11041351,14001,14|1,4,1492,158,270,1104
1041358,11041358,14001,14|1,4,1441,163,90,1105
1041534,11041534,14001,14|1,4,1461,166,270,1204
1041535,11041535,14001,14|1,4,1471,187,270,1205
1041537,11041537,14001,14|1,4,1449,112,180,1105
1041538,11041538,14001,14|1,4,1455,162,90,1204
1041868,11041868,14001,14|1,4,1419,145,270,1104
5901,11042002,14001,14|1,18,1451,129,-90,301002
1001310,11001310,15001,15|1,4,1570,107,90,1104
1001311,11001311,15001,15|1,4,1573,150,0,1204
1001312,11001312,15001,15|1,4,1571,162,180,1203
1001350,11001350,15001,15|1,4,1556,104,0,1204
1001351,11001351,15001,15|1,4,1558,135,0,1105
1001352,11001352,15001,15|1,4,1554,146,180,1104
1001353,11001353,15001,15|1,4,1560,154,180,1103
1001354,11001354,15001,15|1,4,1554,178,0,1204
1001383,11001383,15001,15|1,4,1546,133,180,1305
1001384,11001384,15001,15|1,4,1545,142,90,1202
1001385,11001385,15001,15|1,4,1541,161,180,1207
1001412,11001412,15001,15|1,4,1531,132,90,1102
1001413,11001413,15001,15|1,4,1534,144,90,1003
1001414,11001414,15001,15|1,4,1531,181,270,1204
1001441,11001441,15001,15|1,4,1514,106,180,1105
1001442,11001442,15001,15|1,4,1523,118,270,1205
1001443,11001443,15001,15|1,4,1521,158,270,1004
1001444,11001444,15001,15|1,4,1516,167,90,1203
1001469,11001469,15001,15|1,4,1502,121,90,1205
1001470,11001470,15001,15|1,4,1508,133,90,1003
1003869,11003869,15001,15|1,4,1577,159,90,1204
1003872,11003872,15001,15|1,4,1564,168,0,1204
1003874,11003874,15001,15|1,4,1555,172,90,1004
1003876,11003876,15001,15|1,4,1545,116,0,1206
1003877,11003877,15001,15|1,4,1544,165,270,1204
1003884,11003884,15001,15|1,4,1534,100,270,1104
1003895,11003895,15001,15|1,4,1510,180,90,1104
1004257,11004257,15001,15|1,4,1589,111,180,1003
1004262,11004262,15001,15|1,4,1564,118,0,1204
1004263,11004263,15001,15|1,4,1571,134,180,1004
1004444,11004444,15001,15|1,4,1539,179,0,1107
1004639,11004639,15001,15|1,4,1577,150,270,1107
1004640,11004640,15001,15|1,4,1559,118,270,1305
1006102,11006102,15001,15|1,4,1582,109,0,1102
1006103,11006103,15001,15|1,4,1580,121,270,1004
1006135,11006135,15001,15|1,4,1571,110,180,1104
1006136,11006136,15001,15|1,4,1574,153,0,1104
1006137,11006137,15001,15|1,4,1572,165,270,1104
1006167,11006167,15001,15|1,4,1557,107,0,1204
1006168,11006168,15001,15|1,4,1559,138,180,1203
1006169,11006169,15001,15|1,4,1561,157,90,1104
1006170,11006170,15001,15|1,4,1555,181,180,1104
1006200,11006200,15001,15|1,4,1543,107,0,1106
1006201,11006201,15001,15|1,4,1547,136,0,1204
1006202,11006202,15001,15|1,4,1542,164,0,1204
1006230,11006230,15001,15|1,4,1534,108,180,1106
1006231,11006231,15001,15|1,4,1530,161,180,1205
1006232,11006232,15001,15|1,4,1537,174,0,1204
1006255,11006255,15001,15|1,4,1524,121,90,1102
1006256,11006256,15001,15|1,4,1520,133,270,1104
1006257,11006257,15001,15|1,4,1524,146,180,1005
1006258,11006258,15001,15|1,4,1522,161,90,1104
1006259,11006259,15001,15|1,4,1517,170,90,1104
1006260,11006260,15001,15|1,4,1517,187,180,1104
1006286,11006286,15001,15|1,4,1505,109,0,1104
1006287,11006287,15001,15|1,4,1503,124,90,1103
1006288,11006288,15001,15|1,4,1509,136,270,1205
1006289,11006289,15001,15|1,4,1509,151,180,1003
1006290,11006290,15001,15|1,4,1508,166,270,1104
1008704,11008704,15001,15|1,4,1565,171,180,1005
1008706,11008706,15001,15|1,4,1556,175,270,1102
1008707,11008707,15001,15|1,4,1546,119,90,1106
1008708,11008708,15001,15|1,4,1545,168,270,1306
1008715,11008715,15001,15|1,4,1535,103,0,1004
1008720,11008720,15001,15|1,4,1511,183,90,1104
1009289,11009289,15001,15|1,4,1540,182,180,1004
1009468,11009468,15001,15|1,4,1578,153,0,1007
1009469,11009469,15001,15|1,4,1560,121,270,1104
1010858,11010858,15001,15|1,4,1596,100,0,1004
1010886,11010886,15001,15|1,4,1580,123,180,1102
1010917,11010917,15001,15|1,4,1571,112,90,1105
1010918,11010918,15001,15|1,4,1572,167,180,1204
1010952,11010952,15001,15|1,4,1555,101,90,1205
1010953,11010953,15001,15|1,4,1557,109,270,1307
